report_date,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,mfd_daily_yield,mfd_7daily_yield,user_id,tBalance,yBalance,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,share_amt,category1,category2,category3,category4
2014-03-05,18145.380000001085,32974.23599999635,32991.59999999574,38634.89999999994,47842.16099999255,43410.0,43410.0,43410.86819999735,13379.830200002061,50911.24800000736,121063616,20538515447,20293292709,454295491,451245946,91287267,359958679,209072753,48032386,161040367,44777164,116263203,3049545,21573262.0,17519904.0,500000.0,8439220.0
2014-03-06,17974.5156000023,21747.52800000402,32909.97599999602,40590.71999999619,48172.61159999955,43740.0,43740.0,43740.87479999718,13348.573200001052,51044.579999993635,121942095,20857153333,20538515447,561787770,558722119,240492858,318229261,243149884,30563498,212586386,34572653,178013733,3065651,12569692.0,10468619.0,230000.0,7295187.0
2014-03-07,17532.297200002587,21119.966999998007,26824.02799999768,40306.35400000142,48374.65600000582,43945.0,43945.0,43945.87889999708,13332.912999998754,51020.145000002296,122450085,20946205892,20857153333,380139779,377058943,95021643,282037300,291087220,42629946,248457274,37427390,211029884,3080836,15219807.0,11707169.0,300000.0,15402970.0
2014-03-10,17054.152999999656,20955.546000001366,23328.375,40649.13800000341,48896.274000003286,44435.0,44435.0,44435.0,13373.157600001494,50798.0920000028,123784533,21276894327,21087596875,497338076,494278563,146463415,347815148,308040624,53902450,254138174,66525423,187612751,3059513,31128809.0,11391360.0,0.0,11382281.0
2014-03-11,16744.61999999734,20186.52000000157,20517.299999997333,38379.42000000193,49171.78800000329,44700.0,44700.0,44700.0,13378.709999998307,50868.60000000412,124565985,21211355257,21276894327,430500816,427448087,194534475,232913612,496039886,47244953,448794933,27674624,421120309,3052729,25105453.0,10878123.0,0.0,11261377.0
2014-03-12,17080.99999999832,19876.88999999672,19849.919999999413,34809.27999999797,49445.0,44950.0,44950.0,44950.0,13482.303000001726,50955.31999999668,125273358,21171871886,21211355257,377007897,373891397,132571107,241320290,416491268,34788679,381702589,65733259,315969330,3116500,14853107.0,10147331.0,0.0,9788241.0
2014-03-13,17677.239999995916,22547.5,20536.262999997063,34542.77000000799,49604.5,45095.0,45095.0,45095.0,13418.46820000234,50930.292999994606,125693131,21201185254,21171871886,346286910,343188988,102654466,240534522,316973542,47886605,269086937,55076814,214010123,3097922,28036133.0,11078163.0,0.0,8772309.0
2014-03-14,17006.71950000137,22902.200999995694,23636.304000001415,35055.68399999647,49846.5,45315.0,45315.0,45315.0,13441.335299999004,51006.563999992686,126183454,21205507113,21201185254,315897431,312802600,77247724,235554876,311575572,44371878,267203694,33333597,233870097,3094831,14641147.0,16992883.0,0.0,12737848.0
2014-03-17,17133.12300000156,24485.056999996483,24750.900000004072,36099.64599999488,50418.5,45835.0,45835.0,45835.0,13409.487599998025,51041.855999994856,128040603,21027301401,21128917911,339008082,336026313,70763233,265263080,440624592,50250618,390373974,54475186,335898788,2981769,14133944.0,12153500.0,0.0,23963174.0
2014-03-18,18814.899999996745,26432.64000000155,26432.64000000155,36913.916000002166,50479.0,45890.0,45890.0,45890.0,13515.522799997212,50983.7900000024,128170618,21052539792,21027301401,435479117,432490715,149391004,283099711,410240726,54642238,355598488,31133912,324464576,2988402,14884614.0,13768856.0,400000.0,25588768.0
2014-03-19,25909.11250000433,31636.389999994695,35130.99999999738,40788.939999995484,50847.5,46225.0,46225.0,46225.0,13669.65700000222,51254.280000010294,129139041,20982254939,21052539792,359014064,355963833,76164526,279799307,429298917,30164627,399134290,51068160,348066130,3050231,9159892.0,5923150.0,100000.0,14981585.0
2014-03-20,28041.442999996278,32353.36199999302,33908.6329999981,43016.74699999378,51221.5,46565.0,46565.0,46565.0,13757.163599998092,51575.394000003325,130041264,21011190054,20982254939,365011495,361964978,159168755,202796223,336076380,36054285,300022095,26850670,273171425,3046517,15617501.0,9694564.0,10000.0,10732220.0
2014-03-21,23352.5,33627.5999999942,35308.97999999541,45724.19499999407,51375.5,46705.0,46705.0,46705.0,13812.53669999787,51702.43500001115,130440783,21033886586,21011190054,282351818,279298412,81707625,197590787,259655286,39994785,219660501,49883826,169776675,3053406,14312959.0,6599091.0,0.0,19082735.0
2014-03-24,23672.5,33880.08200000591,36199.98699999937,48746.41200000551,52079.5,47345.0,47345.0,47345.0,13769.819800000969,52183.65899999184,132181232,20943915442,21068560367,313180334,310195156,121357732,188837424,437825259,38247589,399577670,35544574,364033096,2985178,21650053.0,4961853.0,500000.0,11135683.0
2014-03-25,23732.5,34454.84349999518,38579.551999992604,48651.625,52211.5,47465.0,47465.0,47465.0,13726.877999999248,52173.5279999936,132399232,20945549933,20943915442,314345006,311396094,94883459,216512635,312710515,47181167,265529348,43213212,222316136,2948912,13937470.0,21295497.0,0.0,11948200.0
2014-03-26,23970.240000003414,36792.415999997465,43089.35999999417,45990.51999999323,52316.0,47560.0,47560.0,47560.0,13644.963999998345,52049.664000009754,132699850,20768231244,20945549933,272935544,269973892,118271061,151702831,450254233,38674025,411580208,51808075,359772133,2961652,20212220.0,5598087.0,0.0,12863718.0
2014-03-27,25391.873999996864,45969.036000000255,49303.033000000534,47172.71400000022,52541.5,47765.0,47765.0,47765.0,13634.99689999823,52016.084999997496,133445415,20675390684,20768231244,266231082,263304080,106411792,156892288,359071642,36993856,322077786,33134383,288943403,2927002,20201000.0,4421787.0,0.0,12371069.0
2014-03-28,26342.25,39925.27200000118,52301.339999993,45682.25100000193,52684.5,47895.0,47895.0,47895.0,13654.864499998232,51870.28500000699,133664654,20495913093,20675390684,225966355,223056705,69697401,153359304,405443946,37979942,367464004,35799401,331664603,2909650,14429832.0,9811169.0,0.0,13738941.0
2014-03-31,27266.39999999542,40743.79200000532,53237.64599999072,44960.34599999049,53559.0,48690.0,48690.0,48690.0,13935.078000000896,52205.41799999314,135819687,20417009416,20441977145,398884905,396026448,154073551,241952897,423852634,48345100,375507534,56545010,318962524,2858457,15131526.0,19797628.0,210000.0,13205946.0
2014-04-01,28081.068000007286,41200.590000010045,44120.39399999549,45070.79999999184,53889.0,48990.0,48990.0,48990.0,14077.766399998947,52478.08799999798,136584390,20592900643,20417009416,453320585,450478122,146539591,303938531,277429358,49540539,227888819,37116613,190772206,2842463,16208162.0,13781112.0,280000.0,19271265.0
2014-04-02,28945.400000004764,41455.699999992365,44193.248000006366,45135.19999999182,53966.0,49060.0,49060.0,49060.0,14099.84399999908,52562.88400001317,137008542,20675635695,20592900643,355347118,352449616,141024158,211425458,272612066,51040952,221571114,28301147,193269967,2897502,16141646.0,21068826.0,200000.0,13630480.0
2014-04-03,29125.350000004808,40508.91900000032,44003.96100000086,45415.79999999173,54301.5,49365.0,49365.0,49365.0,14181.57720000106,52939.02600000558,137908818,20772907358,20675635695,363877120,360958034,165866758,195091276,266605457,45762040,220843417,46915541,173927876,2919086,12047671.0,14437186.0,380000.0,18897183.0
2014-04-04,27237.65399999837,29544.425999995965,42172.52399999114,45317.226000009316,54219.0,49290.0,49290.0,49290.0,14134.40040000204,52907.885999989405,137746345,20824610615,20772907358,251895894,248968008,62838487,186129521,200192637,37871189,162321448,35154471,127166977,2927886,14199433.0,12740751.0,1000000.0,9931005.0
2014-04-08,26997.062999997917,35734.04100000299,41893.70999999308,44152.58700000106,54730.5,49755.0,49755.0,49755.0,14193.111299996932,53416.96800000502,139168530,20978372726,20873617708,354770149,351854096,104834487,247019609,250015131,44570398,205444733,31814997,173629736,2916053,19314599.0,7143351.0,1500000.0,16612448.0
2014-04-09,27402.740000005302,36703.669999990634,41824.18200000531,44014.40100000061,55005.5,50005.0,50005.0,50005.0,14240.423899998086,53605.36000000471,139876830,21072390013,20978372726,383347565,380410136,150308931,230101205,289330278,50308002,239022276,37522743,201499533,2937429,18615068.0,12029732.0,5000000.0,14663202.0
2014-04-10,27515.080000005368,37235.735999993645,37306.029999996914,43933.75,55231.0,50210.0,50210.0,50210.0,14261.648400000853,53734.74200000619,140537580,21172042609,21072390013,386567460,383627601,164835943,218791658,286914864,53154622,233760242,44846276,188913966,2939859,22256126.0,18501491.0,0.0,12397005.0
2014-04-11,27703.5,37283.874000003336,37304.022000006946,42401.466000002874,55407.0,50370.0,50370.0,50370.0,14210.38439999745,53785.085999999435,140993964,21132795057,21172042609,237829882,234895147,71143892,163751255,277077434,84205696,192871738,31674982,161196756,2934735,22915837.0,19982491.0,30000000.0,11307368.0
2014-04-14,26825.434999994704,36289.04999999746,37610.50000000074,42337.22500000709,55907.5,50825.0,50825.0,50825.0,14279.792000001544,53874.50000000842,142203627,21110246338,21216380053,309853269,306943182,110231602,196711580,415986984,40950669,375036315,48560908,326475407,2910087,16499997.0,13988693.0,1600000.0,8861979.0
2014-04-15,24933.269000003012,35063.36399999902,34493.227999996554,41762.46199999487,55995.5,50905.0,50905.0,50905.0,14275.798200003235,53826.94699998791,142362656,21253634493,21110246338,428681231,425805725,166536898,259268827,285293076,35499014,249794062,25902576,223891486,2875506,8301757.0,11161767.0,0.0,16035490.0
2014-04-16,23453.387999998344,27821.555999996068,30648.61800000425,41691.50999999291,56133.0,51030.0,51030.0,51030.0,14245.534800001404,53806.0319999927,142678184,21385567691,21253634493,387847838,384939019,153844890,231094129,255914640,43923418,211991222,34265047,177726175,2908819,11575616.0,14041543.0,500000.0,17806259.0
2014-04-17,22278.91500000248,27795.015000003703,28234.25999999454,41472.89999999962,56182.5,51075.0,51075.0,51075.0,14164.118999998444,53659.39499999064,142857782,21476018746,21385567691,355792647,352880124,159555287,193324837,265341592,38627405,226714187,43037306,183676881,2912523,13706522.0,15642976.0,0.0,9277907.0
2014-04-18,20502.0,28303.010999995808,28518.281999994786,40286.430000002605,56380.5,51255.0,51255.0,51255.0,14188.409099997947,53704.98900000898,143297002,21489366220,21476018746,239300383,236377510,73108437,163269073,225952909,32020413,193932496,42736396,151196100,2922873,12809085.0,7519332.0,100000.0,11591996.0
2014-04-21,20429.639999996434,27992.73399999782,30892.091999995355,38867.905999998315,56749.0,51590.0,51590.0,51590.0,14306.938799998425,53653.599999991544,144477499,21647421805,21641922394,301134667,298219498,109912061,188307437,295635256,65340198,230295058,40422597,189872461,2915169,26604522.0,9785580.0,10000000.0,18950096.0
2014-04-22,19847.564800002223,31210.81599999513,34116.544000007045,39237.63200000116,56672.0,51520.0,51520.0,51520.0,14232.915199996125,53457.152000002534,144223420,21663860421,21647421805,285248757,282350142,94938709,187411433,268810141,46610311,222199830,46793868,175405962,2898615,20659354.0,9066361.0,3500000.0,13384596.0
2014-04-23,20277.789999998018,31816.400000008394,38375.94999999591,40814.86299999095,56815.0,51650.0,51650.0,51650.0,14104.58200000175,53416.43000000408,144645850,21699066792,21663860421,313677307,310757394,101574511,209182883,278470936,47960929,230510007,59708761,170801246,2919913,19546607.0,6627122.0,0.0,21787200.0
2014-04-24,23889.018999998945,36523.333000004925,43016.83099999799,44811.35999999733,57051.5,51865.0,51865.0,51865.0,14019.109500002465,53441.69600000196,145310225,21792888929,21699066792,318358891,315468612,141918866,173549746,224536754,43022139,181514615,33308384,148206231,2890279,18081663.0,7820522.0,0.0,17119954.0
2014-04-25,24044.790000003162,36462.72700000082,45060.56099999917,44612.974000000584,57145.409999995165,52045.0,52045.0,52045.0,13989.695999996586,53398.169999991595,145788230,21786052069,21792888929,220927432,218042417,83493221,134549196,227764292,41053152,186711140,30947018,155764122,2885015,22010904.0,6160902.0,0.0,12881346.0
2014-04-28,25224.503999999233,42198.100000008286,47628.81199999743,48226.39999999084,57643.12880001362,52420.0,52420.0,52420.0,14159.690399998504,53122.42800000663,146894645,21731689633,21734477096,324937272,322059893,125000679,197059214,327724735,53228205,274496530,58440825,216055705,2877379,29942962.0,9068195.0,0.0,14217048.0
2014-04-29,27230.027999995622,42599.72659998946,51082.4450000029,48029.00100000637,57513.5,52285.0,52285.0,52285.0,14075.121999996667,52786.936000007074,146638639,21754718388,21731689633,330607104,327753580,127521090,200232490,307578349,48275458,259302891,68367067,190935824,2853524,16959147.0,12786405.0,5500000.0,13029906.0
2014-04-30,26230.0,43373.92799998828,43814.591999995864,48305.16799999459,57653.540000009874,52460.0,52460.0,52460.0,14175.741199998798,52879.680000007684,147075864,21732973743,21754718388,260091330,257193410,79931074,177262336,281835975,61314568,220521407,48418212,172103195,2897920,32431548.0,14736022.0,2000000.0,12146998.0
2014-05-04,25332.000000003674,38874.06500000147,39137.93999999299,47497.5,57862.51000001635,52775.0,52775.0,52775.0,14294.636500003762,53081.095000005815,147937210,21662162261,21772296733,303087562,300180905,88981143,211199762,413222034,65972622,347249412,53215849,294033563,2906657,30053897.0,18155143.0,2000000.0,15763582.0
2014-05-05,25150.43999999867,33321.679999995715,33512.695999996795,43063.49599999851,57999.88599998852,53060.0,53060.0,53060.0,14196.733599997448,53293.46399999262,148692920,21723755629,21662162261,370924149,368099706,102948704,265151002,309330781,66043856,243286925,50320676,192966249,2824443,19063438.0,18803977.0,9800000.0,18376441.0
2014-05-06,25178.87999999866,32849.40800000393,33550.59199999683,41869.183999994035,57873.177599988965,53120.0,53120.0,53120.0,14694.05439999586,53566.20800000882,148693009,21700649661,21723755629,318002728,315096777,81567892,233528885,341108696,61126871,279981825,43725251,236256574,2905951,28463064.0,19529487.0,0.0,13134320.0
2014-05-07,25254.719999998626,33166.79999999497,32948.35200000383,41366.591999999924,57720.355200011625,53280.0,53280.0,53280.0,14271.580799997462,53663.6160000006,149351155,21878604180,21700649661,417327518,414463880,164553784,249910096,239372999,40650214,198722785,50672610,148050175,2863638,15217788.0,10674770.0,200000.0,14557656.0
2014-05-08,23796.329999996175,34189.88400000599,33144.12599999797,40443.09000000735,57614.86319999833,53355.0,53355.0,53355.0,14108.129099998192,53653.787999988876,149630152,21998255437,21878604180,392838756,390000657,156177372,233823285,273187499,47941936,225245563,31709467,193536096,2838099,21313500.0,12667055.0,500000.0,13461381.0
2014-05-09,23792.657499996643,34223.709999998115,33441.514999993626,40427.69500000521,57763.49349998929,53575.0,53575.0,53575.0,14190.945999999029,53810.729999992334,150062654,22031990475,21998255437,281479009,278616335,127662531,150953804,247743971,48319772,199424199,25566249,173857950,2862674,19011357.0,12793116.0,0.0,16515299.0
2014-05-12,23832.75450000457,34239.06000000266,34432.86600000108,39407.22000000513,57887.69880000672,53835.0,53835.0,53835.0,14086.4661000019,53501.222999990656,150598995,22232616489,22201460800,325108597,322293245,95909491,226383754,293952908,48093256,245859652,34572657,211286995,2815352,23459482.0,11948012.0,0.0,12685762.0
2014-05-13,25351.799999996238,34316.6280000018,35058.84240000409,39020.19599999054,57623.02319999112,53940.0,53940.0,53940.0,14048.133600000838,53120.11199999449,151020710,22249939607,22232616489,275241493,272439137,91142159,181296978,257918375,61456142,196462233,20219614,176242619,2802356,22002316.0,20692588.0,0.0,18761238.0
2014-05-14,25535.614000002864,34916.44000000387,34884.070000001746,38493.324999998855,57400.641999990985,53950.0,53950.0,53950.0,14011.894000000775,52892.58000000185,150853287,22239188687,22249939607,305474522,302621995,100837254,201784741,316225442,45318037,270907405,25171614,245735791,2852527,12943426.0,21431187.0,0.0,10943424.0
2014-05-15,25436.399999996185,33938.652000001624,34658.44800000301,39518.42400000317,57004.59599999456,54120.0,54120.0,54120.0,14039.810399997903,52907.71199999388,151413397,22314248133,22239188687,313367089,310522196,93964517,216557679,238307643,37879297,200428346,39601697,160826649,2844893,13850161.0,10501873.0,0.0,13527263.0
2014-05-16,25712.12999999843,33946.52100000649,33924.82300000383,40032.80999999951,56868.28820001448,54245.0,54245.0,54353.49000000417,14088.51140000078,52878.02600001289,151655404,22264120640,22314248133,231967423,229109632,72479256,156630376,282094916,37551420,244543496,40061114,204482382,2857791,17461049.0,8162758.0,0.0,11927613.0
2014-05-19,26149.94400000447,33833.39999999317,34180.465199995284,40774.70399999888,56907.77880000615,54570.0,54570.0,54690.053999990334,14497.0661999968,52965.64200000744,152700359,22265516283,22300229759,259077930,256179008,71313677,184865331,293791406,51391608,242399798,60660169,181739629,2898922,23700171.0,11164863.0,400000.0,16126574.0
2014-05-20,26527.109999997123,36735.73000000218,39118.470000002475,44758.350000006925,56586.79599998678,54650.0,54650.0,54682.78999998955,14545.643999998081,53207.24000000544,152843193,22459430866,22265516283,453955303,451059660,243711613,207348047,260040720,47536760,212503960,22815508,189688452,2895643,15528877.0,17605031.0,1000000.0,13402852.0
2014-05-21,27734.687999993992,36785.7629999973,43061.17500000334,46078.19999999478,56187.97650000768,54855.0,54855.0,54883.52459999792,14514.633000002372,53560.42199999441,153398625,22507006862,22459430866,297799722,294888620,130386891,164501729,250223726,45455883,204767843,29873517,174894326,2911102,18485493.0,13919627.0,0.0,13050763.0
2014-05-22,27607.489999994083,37605.58100000995,43105.08100001105,46228.79700000896,56023.40650001044,54995.0,54995.0,55010.39860000664,14174.411299996398,53642.1230000041,153794907,22600534926,22507006862,344636549,341774952,167436704,174338248,251108485,45562332,205546153,29111692,176434461,2861597,24143791.0,7775269.0,0.0,13643272.0
2014-05-23,27903.36999999655,37553.74499999414,43101.33200000498,44871.48650000762,55889.4574999902,55145.0,55145.0,55159.337700015225,14128.149000003676,53678.14299998806,154092001,22621080334,22600534926,249546195,246693653,114513174,132180479,229000787,60184458,168816329,29314656,139501673,2852542,28793597.0,10088986.0,10000000.0,11301875.0
2014-05-26,27732.704999995152,35406.98999999724,42355.404000001196,45436.19999999072,55867.6865999905,55410.0,55410.0,55423.298399991356,13841.41799999811,53060.61600000399,154972869,22632865784,22562682488,344890868,342134083,145189089,196944994,274707572,54429404,220278168,32625021,187653147,2756785,27300907.0,15985537.0,200000.0,10942960.0
2014-05-27,28164.44400000299,35989.747999998675,37574.7599999953,44336.0,55638.35479999022,55420.0,55420.0,55422.2168000064,13908.203200002054,52604.66399999252,155078518,22609949494,22632865784,299049555,296280007,95780761,200499246,321965845,54053714,267912131,39321226,228590905,2769548,19319758.0,10194500.0,12000000.0,12539456.0
2014-05-28,27813.30999999395,35459.200000002806,36899.73000001043,43659.14000000168,55147.920799987354,55405.0,55405.0,55406.10809999129,13958.735700001265,52213.671999996026,155168338,22470192623,22609949494,276134813,273325022,78926517,194398505,415891684,74293409,341598275,45105847,296492428,2809791,35485858.0,18938486.0,0.0,19869065.0
2014-05-29,27843.429999993932,35663.99499999822,37150.45699999514,43007.56100000405,54819.38740000453,55453.90700001435,55465.0,55466.10929999126,13734.24330000086,51959.6120000074,155199992,22476914686,22470192623,320549863,317800649,135204257,182596392,313827800,54803737,259024063,44776734,214247329,2749214,25441561.0,13327616.0,200000.0,15834560.0
2014-05-30,28526.999999997348,35852.99999999921,36896.400000004105,42857.09999999737,54667.500000009524,55497.77999999357,55500.0,55500.0,14196.90000000355,51981.2999999935,155407770,22390660208,22476914686,226547701,223709770,95966704,127743066,312802179,52407524,260394655,39094557,221300098,2837931,21152886.0,18218269.0,2000000.0,11036369.0
2014-06-03,28184.780000004765,35552.40000000278,37788.39999999934,41544.88000000343,54591.940000012204,55853.0439999887,55877.639999995816,55900.0,13944.814000004148,52054.08000000914,156400033,22301357112,22416092232,270887462,268143582,83629149,184514433,385622582,55464815,330157767,42540883,287616884,2743880,27864412.0,11417502.0,3000000.0,13182901.0
2014-06-04,28626.85800000586,35233.055999992444,37267.45199999969,43940.71799999376,54269.190000011615,55742.450399990994,55853.11260001366,55890.0,14096.575799997989,52055.94599999306,156289489,22271839018,22301357112,274460744,271682147,71225908,200456239,303978838,54260600,249718238,28188601,221529637,2778597,25227583.0,8072245.0,0.0,20960772.0
2014-06-05,28905.29600000177,34448.46999999722,38690.0079999969,43515.037999995235,54301.785299996314,55805.39929999403,56067.9707000138,56105.0,14383.077800002662,52525.500999988995,157018978,22296236140,22271839018,380042567,377223821,128566594,248657227,355645445,89226348,266419097,62031088,204388009,2818746,24584802.0,21082940.0,33700000.0,9858606.0
2014-06-06,28992.70719999748,35387.10000000744,38667.42799999826,44756.255999992856,54214.16060001423,55730.75059998599,56123.94060001328,56170.0,14015.538400001991,52395.37599999091,157046328,22322787973,22296236140,301413900,298679366,111954129,186725237,274862067,55681761,219180306,55267471,163912835,2734534,24165597.0,13959940.0,5000000.0,12556224.0
2014-06-09,29133.360000008204,35343.96000000133,35660.13599999889,46986.012000000635,54405.98519998795,56011.70759999152,56389.98959998487,56460.0,14362.294799998093,53049.815999987586,158004134,22575626550,22497032328,366114374,363337491,145389158,217948333,287520152,52422163,235097989,36264508,198833481,2776883,19511066.0,17257000.0,500000.0,15154097.0
2014-06-10,29038.42999999729,35365.87000000131,35388.46800000412,46992.540999996476,54342.540500010655,56059.98849999221,56433.98539999725,56495.0,14268.377200003342,53173.093999987184,157999589,22631468122,22575626550,354031597,351275811,104890851,246384960,298190025,68280581,229909444,43253854,186655590,2755786,16761012.0,21113167.0,11000000.0,19406402.0
2014-06-11,29375.136000004066,35698.950000007586,36526.25900000664,49649.8730000084,54331.535299992036,56218.47979998895,56581.135799992946,56665.0,14418.975900001657,53401.09599999591,158527930,22713002035,22631468122,327661453,324824312,114930250,209894062,246127540,80918118,165209422,22604403,142605019,2837141,23969444.0,32366329.0,150000.0,24432345.0
2014-06-12,29473.3530000069,35794.74599999683,36884.25,53555.93099999013,54318.58380000605,56292.17489998517,56659.882500003005,56745.0,14328.112500002704,53362.99799999209,158820064,22808899335,22713002035,332365185,329539251,112210380,217328871,236467885,75247726,161220159,44402104,116818055,2825934,22460256.0,11796443.0,30000000.0,10991027.0
2014-06-13,29585.399999994228,34592.16000000749,37084.16099998861,54778.505999988665,54384.792599994835,56439.839999991564,56821.036499986985,56895.0,14566.257899999428,53697.50099999005,159230019,22639024065,22808899335,216923770,214045806,51040378,163005428,386799040,56967852,329831188,44823413,285007775,2877964,21637898.0,21161652.0,1500000.0,12668302.0
2014-06-16,29725.79999999415,34367.59800000604,37008.62100000438,57828.11399999082,54623.44409999054,56604.78300000613,57038.093699985264,57165.0,14383.857299995672,54123.82199998754,159935969,22535097769,22640138774,387308484,384522342,120664648,263857694,492349489,58644674,433704815,28981923,404722892,2786142,13282813.0,22429553.0,2000000.0,20932308.0
2014-06-17,29772.599999994123,34707.98099999872,40857.167999993966,56579.39099999195,54764.40750000836,56507.249699995016,57102.70170000996,57255.0,14240.463599997938,54094.52400000366,160296865,22302888239,22535097769,270350693,267626738,87121582,180505156,502560223,46759557,455800666,37324504,418476162,2723955,9551608.0,21318782.0,0.0,15889167.0
2014-06-18,30314.192999993666,35311.03800000417,51817.85699999015,57113.36400001234,54869.95290000579,56604.489900002045,57253.50539999265,57435.0,14064.682799996252,53954.43900000126,160650636,22216230718,22302888239,335262709,332565225,131652090,200913135,421920230,43682078,378238152,57752818,320485334,2697484,11501811.0,12388710.0,2000000.0,17791557.0
2014-06-19,31018.90600000312,35560.22100000641,46332.90999999251,60163.80100000192,54831.49240000823,56583.635200011384,57260.808499993494,57485.0,13715.920999997828,53576.02000001465,160783937,22269883545,22216230718,338609087,335998519,177935245,158063274,284956260,45420417,239535843,47067117,192468726,2610568,15782426.0,14463276.0,0.0,15174715.0
2014-06-20,31734.017999990043,39129.803999995136,52656.15600001011,62513.369999990704,54923.20019999245,56519.67779999529,57275.35919999047,57510.0,14184.266400001847,53300.26799998568,160901642,22234883010,22269883545,251582530,248879061,71879168,176999893,286583065,44882716,241700349,35442161,206258188,2703469,15957518.0,16500635.0,0.0,12424563.0
2014-06-23,31853.31000000362,39865.77599999577,53219.88600000801,63891.611999993365,55221.26820000863,56811.04319999846,57552.167400013,57810.0,13663.971600002142,51959.62799999118,161966472,21826221634,21967773588,232227670,229685312,80147560,149537752,373779624,47744484,326035140,31937942,294097198,2542358,21190473.0,7806701.0,1151200.0,17596110.0
2014-06-24,34395.26700000444,40322.69100000189,54377.16900000127,65271.125999992524,55197.978299992246,56821.073700005305,57592.10189999144,57885.0,13747.6875,51668.151000012695,162148336,21643200891,21826221634,245450766,242915326,78189756,164725570,428471509,80582484,347889025,41106958,306782067,2535440,33134967.0,23484154.0,7000000.0,16963363.0
2014-06-25,34724.02999999807,40161.615999999354,58665.639999991785,63674.24799998645,55166.570799985275,56879.004599994485,57647.686799983545,57970.0,13189.33440000023,51199.103999992156,162321127,21360568161,21643200891,264663201,262227341,79464890,182762451,547295931,79096124,468199807,60137721,408062086,2435860,32102563.0,20284275.0,6100000.0,20609286.0
2014-06-26,34563.82799999281,41281.344000005425,59818.43399998926,58516.770000016986,55178.9315999898,56986.15259999646,57734.609400007736,58110.0,12987.585000002053,50846.25,162557926,21239454091,21360568161,297628039,295269783,93994567,201275216,418742109,66292846,352449263,41056937,311392326,2358256,24558517.0,19713935.0,7268000.0,14752394.0
2014-06-27,33512.15999999251,43920.09600000549,60217.344000008445,58219.39200000936,55155.09120001482,56930.01599999533,57689.70239999041,58080.0,13245.724799996251,50227.58400000477,162511856,21104292442,21239454091,264282703,261895380,122909502,138985878,399444352,44685853,354758499,49196393,305562106,2387323,22745943.0,11107307.0,1000500.0,9832103.0
2014-06-30,34029.66600000352,45174.29399998856,63012.70800000246,58456.72800000805,55488.33180000922,57249.97739998643,58010.47559999611,58410.0,13123.558800003058,49473.270000005396,163428663,20749855426,20872349108,334054112,331761678,76383658,255378020,456547794,71593561,384954233,71086987,313867246,2292434,28418810.0,19913449.0,3600000.0,19661302.0
2014-07-01,35353.2059999981,51805.27800000401,55203.49800001077,58601.7179999835,55659.32820000931,57422.88719998961,58184.557200006675,58590.0,13615.144199996379,49461.67799999502,163845979,20760119638,20749855426,384428753,382080337,84648368,297431969,374164541,76352332,297812209,57115920,240696289,2348416,28910252.0,16925356.0,7651800.0,22864924.0
2014-07-02,35382.32000000135,46008.7320000089,47906.72399999934,57302.95600001418,55651.0,57409.571599992094,58195.715199991406,58580.0,13325.778399997058,49453.23599999503,164123885,20815724506,20760119638,384555819,382237475,124686586,257550889,328950951,54590504,274360447,56038073,218322374,2318344,18059546.0,18143286.0,1900000.0,16487672.0
2014-07-03,34732.639999992265,39813.46199999278,41069.0,48484.887999996114,55736.5,57497.773399992075,58264.00360000669,58670.0,13312.223000001057,49634.82000000982,164187278,20824609369,20815724506,297894643,295575412,117330905,178244507,289009780,72000589,217009191,34501699,182507492,2319231,22139287.0,22945630.0,10200000.0,16715672.0
2014-07-04,34450.91999999496,40075.559999988225,41013.0,47610.23400000048,55660.5,57418.200000011326,58182.213599989984,58590.0,13137.049800002153,49449.96000000801,164008056,20771764657,20824609369,211649838,209348291,47444497,161903794,264494550,58159245,206335305,40925658,165409647,2301547,19532073.0,24825799.0,500000.0,13301373.0
2014-07-07,34745.040000003195,40265.169999998114,40559.42000000723,47633.18999999022,55901.61499999624,57673.0000000114,58427.456999989015,58850.0,13201.232000003058,49610.54999998709,164786792,20627221860,20672651582,272182847,269914951,66462026,203452925,317612569,63467426,254145143,59847001,194298142,2267896,29408173.0,20106871.0,941198.0,13011184.0
2014-07-08,38291.06299999919,41433.919999995655,44517.92199999297,47625.46600000222,55912.25,57677.9000000114,58392.39970001483,58855.0,13163.509300000964,49332.260999992424,164771457,20511008900,20627221860,224240103,221992553,61280454,160712099,340453063,57017247,283435816,62162605,221273211,2247550,24832472.0,12278882.0,8100000.0,11805893.0
2014-07-09,39447.97199999971,43980.19199999643,47358.75600000669,48265.199999989716,55905.22800001543,57682.800000011404,58422.08160000878,58860.0,13148.146800003884,49206.96000000307,164869359,20519371574,20511008900,278005555,275740766,100407528,175333238,269642881,44472135,225170746,49920081,175250665,2264789,14799455.0,16126216.0,1400000.0,12146464.0
